"","Overall","marker","n.fold","method","variable"
"97",-0.000817339724724015,"V97","1","G-BLUP","1"
"98",-0.00130099669205528,"V98","1","G-BLUP","1"
"99",-0.00095724809705347,"V99","1","G-BLUP","1"
"100",0.0011770411521136,"V100","1","G-BLUP","1"
"101",0.000962113485302608,"V101","1","G-BLUP","1"
"102",-0.00016036792803334,"V102","1","G-BLUP","1"
"103",0.001515774464309,"V103","1","G-BLUP","1"
"104",-0.000222839732797572,"V104","1","G-BLUP","1"
"105",0.000244507503723619,"V105","1","G-BLUP","1"
"106",-0.00196993248839531,"V106","1","G-BLUP","1"
"107",-0.00274237163410838,"V107","1","G-BLUP","1"
"108",-0.000525930514990716,"V108","1","G-BLUP","1"
"109",-0.000904505871787941,"V109","1","G-BLUP","1"
"110",0.00254768225984397,"V110","1","G-BLUP","1"
"111",0.000229747294062181,"V111","1","G-BLUP","1"
"112",0.00100443100493545,"V112","1","G-BLUP","1"
"113",-0.000711958566062142,"V113","1","G-BLUP","1"
"114",0.000495108103543901,"V114","1","G-BLUP","1"
"115",-0.000974789691611415,"V115","1","G-BLUP","1"
"116",-0.000339254871284103,"V116","1","G-BLUP","1"
"117",-0.00213449073262244,"V117","1","G-BLUP","1"
"118",-0.00197228895323252,"V118","1","G-BLUP","1"
"119",-0.00304526898342686,"V119","1","G-BLUP","1"
"120",-0.000735361742053774,"V120","1","G-BLUP","1"
"121",-0.00168370854360822,"V121","1","G-BLUP","1"
"122",-0.00274411412519525,"V122","1","G-BLUP","1"
"123",0.000333919064039396,"V123","1","G-BLUP","1"
"124",-0.000358033111290562,"V124","1","G-BLUP","1"
"125",-0.000903151976036166,"V125","1","G-BLUP","1"
"126",-0.000943631280647993,"V126","1","G-BLUP","1"
"127",-0.00268911761561868,"V127","1","G-BLUP","1"
"128",-0.000554921300559182,"V128","1","G-BLUP","1"
"129",-0.00111308874881832,"V129","1","G-BLUP","1"
"130",-0.00208765351185462,"V130","1","G-BLUP","1"
"131",0.00242772302195575,"V131","1","G-BLUP","1"
"132",0.00192922294878169,"V132","1","G-BLUP","1"
"133",0.00172480272460216,"V133","1","G-BLUP","1"
"134",0.00212689896419799,"V134","1","G-BLUP","1"
"135",-0.00157869855782569,"V135","1","G-BLUP","1"
"136",0.000988485376933678,"V136","1","G-BLUP","1"
"137",-0.000457110573758919,"V137","1","G-BLUP","1"
"138",0.000320433989633068,"V138","1","G-BLUP","1"
"139",-0.00130364603964564,"V139","1","G-BLUP","1"
"140",-5.05077868264825e-05,"V140","1","G-BLUP","1"
"141",-0.00248736461059171,"V141","1","G-BLUP","1"
"142",0.00086381332977431,"V142","1","G-BLUP","1"
"143",0.00295287793135912,"V143","1","G-BLUP","1"
"144",-0.0011014842493196,"V144","1","G-BLUP","1"
"145",0.000752739070990599,"V145","1","G-BLUP","1"
"146",0.00164592144508762,"V146","1","G-BLUP","1"
"147",0.00276453660383143,"V147","1","G-BLUP","1"
"148",0.000836594770074443,"V148","1","G-BLUP","1"
"149",-0.000935806670332251,"V149","1","G-BLUP","1"
"150",-0.00106641444693166,"V150","1","G-BLUP","1"
"151",-0.00251616800406375,"V151","1","G-BLUP","1"
"152",0.00199780834410079,"V152","1","G-BLUP","1"
"153",0.00219072068777894,"V153","1","G-BLUP","1"
"154",0.00289048988462551,"V154","1","G-BLUP","1"
"155",0.00219983606149864,"V155","1","G-BLUP","1"
"156",0.000812212439364125,"V156","1","G-BLUP","1"
"157",0.00132139324974397,"V157","1","G-BLUP","1"
"158",0.00176385896898004,"V158","1","G-BLUP","1"
"159",-0.000343453826156801,"V159","1","G-BLUP","1"
"160",-0.000976009389100572,"V160","1","G-BLUP","1"
"161",0.000957203330484749,"V161","1","G-BLUP","1"
"162",0.0009832189433448,"V162","1","G-BLUP","1"
"163",0.00145499851091792,"V163","1","G-BLUP","1"
"164",0.00181896897563789,"V164","1","G-BLUP","1"
"165",0.00248977137625516,"V165","1","G-BLUP","1"
"166",-8.07392130998822e-05,"V166","1","G-BLUP","1"
"167",0.000426664386690372,"V167","1","G-BLUP","1"
"168",0.00213482919718952,"V168","1","G-BLUP","1"
"169",0.00317532643960872,"V169","1","G-BLUP","1"
"170",0.00200152009011773,"V170","1","G-BLUP","1"
"171",0.00132621688372894,"V171","1","G-BLUP","1"
"172",0.00233942499998067,"V172","1","G-BLUP","1"
"173",0.00294793725314506,"V173","1","G-BLUP","1"
"174",0.00177445423694996,"V174","1","G-BLUP","1"
"175",0.00212531175623344,"V175","1","G-BLUP","1"
"176",0.000545412375446975,"V176","1","G-BLUP","1"
"177",0.000299809939030143,"V177","1","G-BLUP","1"
"178",0.000357181687461033,"V178","1","G-BLUP","1"
"179",0.00160588272649142,"V179","1","G-BLUP","1"
"180",-0.000833681747305168,"V180","1","G-BLUP","1"
"181",0.000320002997458535,"V181","1","G-BLUP","1"
"182",0.00130005651023579,"V182","1","G-BLUP","1"
"183",0.000521736098234841,"V183","1","G-BLUP","1"
"184",0.000405989922247516,"V184","1","G-BLUP","1"
"185",0.00243037842061206,"V185","1","G-BLUP","1"
"186",0.00285639799623816,"V186","1","G-BLUP","1"
"187",0.00376168125112874,"V187","1","G-BLUP","1"
"188",0.0014265540296423,"V188","1","G-BLUP","1"
"189",-0.000235291663280443,"V189","1","G-BLUP","1"
"190",0.000243609695965603,"V190","1","G-BLUP","1"
"191",0.00142030817733815,"V191","1","G-BLUP","1"
"192",0.00178558054460581,"V192","1","G-BLUP","1"
"193",0.00568268618924091,"V193","1","G-BLUP","1"
"194",0.00449080115897346,"V194","1","G-BLUP","1"
"195",0.00444257745963868,"V195","1","G-BLUP","1"
"196",0.00544660826363188,"V196","1","G-BLUP","1"
"197",0.00501302892092042,"V197","1","G-BLUP","1"
"198",0.00531089864396852,"V198","1","G-BLUP","1"
"199",0.00580977691140218,"V199","1","G-BLUP","1"
"200",0.00542275875837424,"V200","1","G-BLUP","1"
"201",0.00339963779422414,"V201","1","G-BLUP","1"
"202",0.00845933940544469,"V202","1","G-BLUP","1"
"203",0.0087594423161447,"V203","1","G-BLUP","1"
"204",0.00386083713091073,"V204","1","G-BLUP","1"
"205",0.00180189294195452,"V205","1","G-BLUP","1"
"206",0.00184951138238759,"V206","1","G-BLUP","1"
"207",0.0017115292449462,"V207","1","G-BLUP","1"
"208",0.00244696802798975,"V208","1","G-BLUP","1"
"209",0.00498740363859504,"V209","1","G-BLUP","1"
"210",0.00281021876955714,"V210","1","G-BLUP","1"
"211",-0.00100683292781427,"V211","1","G-BLUP","1"
"212",0.0032694528615228,"V212","1","G-BLUP","1"
"213",0.00134623223538772,"V213","1","G-BLUP","1"
"214",0.00321171317867102,"V214","1","G-BLUP","1"
"215",0.00428507157354145,"V215","1","G-BLUP","1"
"216",0.00498151102036914,"V216","1","G-BLUP","1"
"217",0.00627475055898433,"V217","1","G-BLUP","1"
"218",0.00371753049296301,"V218","1","G-BLUP","1"
"219",0.00354497482136027,"V219","1","G-BLUP","1"
"220",0.00501574757212556,"V220","1","G-BLUP","1"
"221",0.00349010878580675,"V221","1","G-BLUP","1"
"222",0.00102357011337685,"V222","1","G-BLUP","1"
"223",-0.00109824825075617,"V223","1","G-BLUP","1"
"224",0.000599437483248683,"V224","1","G-BLUP","1"
"225",0.00180306438759266,"V225","1","G-BLUP","1"
"226",0.0030772568801789,"V226","1","G-BLUP","1"
"227",0.00130982284865688,"V227","1","G-BLUP","1"
"228",-0.00143699118681835,"V228","1","G-BLUP","1"
"229",0.000127747320719833,"V229","1","G-BLUP","1"
"230",0.00204801530613094,"V230","1","G-BLUP","1"
"231",0.00343784736642369,"V231","1","G-BLUP","1"
"232",0.00446817641210441,"V232","1","G-BLUP","1"
"233",0.00289298310993016,"V233","1","G-BLUP","1"
"234",0.00567580464583155,"V234","1","G-BLUP","1"
"235",0.000775018094236605,"V235","1","G-BLUP","1"
"236",0.000679772859274307,"V236","1","G-BLUP","1"
"237",0.000107858841969737,"V237","1","G-BLUP","1"
"238",0.00516661721576986,"V238","1","G-BLUP","1"
"239",-0.000282363182827925,"V239","1","G-BLUP","1"
"240",-0.000167344726836371,"V240","1","G-BLUP","1"
"241",-0.00240918335155127,"V241","1","G-BLUP","1"
"242",-0.00368216644156394,"V242","1","G-BLUP","1"
"243",-0.00127040383572595,"V243","1","G-BLUP","1"
"244",-6.14747018636346e-05,"V244","1","G-BLUP","1"
"245",-0.00184682818761571,"V245","1","G-BLUP","1"
"246",0.00198674612403222,"V246","1","G-BLUP","1"
"247",0.000506947200861652,"V247","1","G-BLUP","1"
"248",-0.00211471597266547,"V248","1","G-BLUP","1"
"249",-0.000299529921883046,"V249","1","G-BLUP","1"
"250",-0.00205292481865809,"V250","1","G-BLUP","1"
"251",-0.00483604581188793,"V251","1","G-BLUP","1"
"252",0.00046863219082986,"V252","1","G-BLUP","1"
"253",-0.000329060287941135,"V253","1","G-BLUP","1"
"254",-0.00105276691835241,"V254","1","G-BLUP","1"
"255",-0.00119016983694897,"V255","1","G-BLUP","1"
"256",0.00130089782174191,"V256","1","G-BLUP","1"
"257",0.0028171514377398,"V257","1","G-BLUP","1"
"258",0.0049733702015174,"V258","1","G-BLUP","1"
"259",-3.57543594375082e-05,"V259","1","G-BLUP","1"
"260",-0.000886739587998444,"V260","1","G-BLUP","1"
"261",-0.0022576793758741,"V261","1","G-BLUP","1"
"262",0.00214584674348875,"V262","1","G-BLUP","1"
"263",0.00514609811490638,"V263","1","G-BLUP","1"
"264",0.00417245959490819,"V264","1","G-BLUP","1"
"265",0.00411548418789397,"V265","1","G-BLUP","1"
"266",0.00505967882938487,"V266","1","G-BLUP","1"
"267",0.00667154023010322,"V267","1","G-BLUP","1"
"268",0.00504978483802682,"V268","1","G-BLUP","1"
"269",0.00446451729905485,"V269","1","G-BLUP","1"
"270",0.00182225562214271,"V270","1","G-BLUP","1"
"271",0.000759180454105487,"V271","1","G-BLUP","1"
"272",0.0048122124946226,"V272","1","G-BLUP","1"
"273",0.0033051742331216,"V273","1","G-BLUP","1"
"274",0.00458961741197166,"V274","1","G-BLUP","1"
"275",0.00541229843551474,"V275","1","G-BLUP","1"
"276",0.00615833380169493,"V276","1","G-BLUP","1"
"277",0.00557525250618705,"V277","1","G-BLUP","1"
"278",0.00715075171266665,"V278","1","G-BLUP","1"
"279",0.00726850792369846,"V279","1","G-BLUP","1"
"280",0.00632878951551106,"V280","1","G-BLUP","1"
"281",0.00622457839343978,"V281","1","G-BLUP","1"
"282",0.00367998394634744,"V282","1","G-BLUP","1"
"283",0.00248658623362367,"V283","1","G-BLUP","1"
"284",0.00255776275242962,"V284","1","G-BLUP","1"
"285",0.00258695700159367,"V285","1","G-BLUP","1"
"286",0.00389630069962969,"V286","1","G-BLUP","1"
"287",0.00313343322797686,"V287","1","G-BLUP","1"
"288",0.00325197943442237,"V288","1","G-BLUP","1"
"289",0.00114816922629393,"V289","1","G-BLUP","1"
"290",0.00322942099691445,"V290","1","G-BLUP","1"
"291",0.00123779511652278,"V291","1","G-BLUP","1"
"292",0.000405733420796075,"V292","1","G-BLUP","1"
"293",0.0033261267372125,"V293","1","G-BLUP","1"
"294",0.00397702653344427,"V294","1","G-BLUP","1"
"295",0.0056913218954956,"V295","1","G-BLUP","1"
"296",0.00524350395389337,"V296","1","G-BLUP","1"
"297",0.00707315128435014,"V297","1","G-BLUP","1"
"298",0.00632714540403065,"V298","1","G-BLUP","1"
"299",0.00712114501964151,"V299","1","G-BLUP","1"
"300",0.00499832354592927,"V300","1","G-BLUP","1"
"301",0.00728514338509237,"V301","1","G-BLUP","1"
"302",0.00720098611522777,"V302","1","G-BLUP","1"
"303",0.00438324430616832,"V303","1","G-BLUP","1"
"304",0.00581888770418362,"V304","1","G-BLUP","1"
"305",0.00456073041464053,"V305","1","G-BLUP","1"
"306",0.00205521136034945,"V306","1","G-BLUP","1"
"307",0.00319674726315445,"V307","1","G-BLUP","1"
"308",0.00221203083210467,"V308","1","G-BLUP","1"
"309",0.00317420069569115,"V309","1","G-BLUP","1"
"310",0.00805326505841658,"V310","1","G-BLUP","1"
"311",0.00807242555413949,"V311","1","G-BLUP","1"
"312",0.00542727957345985,"V312","1","G-BLUP","1"
"313",0.0014492776769468,"V313","1","G-BLUP","1"
"314",6.08096384051822e-05,"V314","1","G-BLUP","1"
"315",-0.00118081529935861,"V315","1","G-BLUP","1"
"316",0.00422206990359361,"V316","1","G-BLUP","1"
"317",0.00496686524287222,"V317","1","G-BLUP","1"
"318",0.00563876786389547,"V318","1","G-BLUP","1"
"319",0.00309478586369044,"V319","1","G-BLUP","1"
"320",0.00336435048014006,"V320","1","G-BLUP","1"
"321",-0.000110929356585391,"V321","1","G-BLUP","1"
"322",0.00213673499332252,"V322","1","G-BLUP","1"
"323",0.00231470348514379,"V323","1","G-BLUP","1"
"324",0.00365918513333478,"V324","1","G-BLUP","1"
"325",0.00396313123766316,"V325","1","G-BLUP","1"
"326",0.00227649631906467,"V326","1","G-BLUP","1"
"327",0.00354434745159056,"V327","1","G-BLUP","1"
"328",0.00491569812602546,"V328","1","G-BLUP","1"
"329",0.00256541732359693,"V329","1","G-BLUP","1"
"330",-0.000874348754579044,"V330","1","G-BLUP","1"
"331",0.0020073194499871,"V331","1","G-BLUP","1"
"332",0.00544634345812461,"V332","1","G-BLUP","1"
"333",0.00197310497481371,"V333","1","G-BLUP","1"
"334",0.00227312133006266,"V334","1","G-BLUP","1"
"335",0.000685812260654567,"V335","1","G-BLUP","1"
"336",0.00264150459223255,"V336","1","G-BLUP","1"
"337",0.000564105216577794,"V337","1","G-BLUP","1"
"338",-0.00169207905512507,"V338","1","G-BLUP","1"
"339",-0.00125252036363405,"V339","1","G-BLUP","1"
"340",0.00258326057436615,"V340","1","G-BLUP","1"
"341",0.00133778199166125,"V341","1","G-BLUP","1"
"342",-0.000181777629858484,"V342","1","G-BLUP","1"
"343",0.00456290914362836,"V343","1","G-BLUP","1"
"344",0.00245459801892803,"V344","1","G-BLUP","1"
"345",0.00211954875135765,"V345","1","G-BLUP","1"
"346",0.00301734517951423,"V346","1","G-BLUP","1"
"347",0.00141125413447956,"V347","1","G-BLUP","1"
"348",0.000607145494922759,"V348","1","G-BLUP","1"
"349",-0.000581311561167664,"V349","1","G-BLUP","1"
"350",-0.000427960391872685,"V350","1","G-BLUP","1"
"351",-0.000257046127724771,"V351","1","G-BLUP","1"
"352",-0.000481036729027927,"V352","1","G-BLUP","1"
"353",-0.00154619054281326,"V353","1","G-BLUP","1"
"354",0.00147678041883881,"V354","1","G-BLUP","1"
"355",0.000449040373458825,"V355","1","G-BLUP","1"
"356",0.0024959173717135,"V356","1","G-BLUP","1"
"357",0.00139347263823325,"V357","1","G-BLUP","1"
"358",0.00250543394077262,"V358","1","G-BLUP","1"
"359",0.00110982031700819,"V359","1","G-BLUP","1"
"360",0.000574026933844153,"V360","1","G-BLUP","1"
"361",0.00392275949972319,"V361","1","G-BLUP","1"
"362",0.00186493934739952,"V362","1","G-BLUP","1"
"363",0.00349051975131533,"V363","1","G-BLUP","1"
"364",0.00297322401165779,"V364","1","G-BLUP","1"
"365",0.00259464865485938,"V365","1","G-BLUP","1"
"366",0.00317467649477176,"V366","1","G-BLUP","1"
"367",0.00278215215722772,"V367","1","G-BLUP","1"
"368",0.00204141645366902,"V368","1","G-BLUP","1"
"369",0.00241552689908468,"V369","1","G-BLUP","1"
"370",0.00439360560848941,"V370","1","G-BLUP","1"
"371",0.0035228842915048,"V371","1","G-BLUP","1"
"372",0.00326047904707006,"V372","1","G-BLUP","1"
"373",0.00514398296288697,"V373","1","G-BLUP","1"
"374",0.00544929326070838,"V374","1","G-BLUP","1"
"375",0.00160580653910423,"V375","1","G-BLUP","1"
"376",0.00257798041619242,"V376","1","G-BLUP","1"
"377",0.00141932553538108,"V377","1","G-BLUP","1"
"378",-0.00166480089542277,"V378","1","G-BLUP","1"
"379",0.000780703294393493,"V379","1","G-BLUP","1"
"380",0.000350872091887162,"V380","1","G-BLUP","1"
"381",0.000322688513898794,"V381","1","G-BLUP","1"
"382",0.000282209209287615,"V382","1","G-BLUP","1"
"383",-0.00111308477619762,"V383","1","G-BLUP","1"
"384",0.00350867624439676,"V384","1","G-BLUP","1"
"385",0.0047786402832162,"V385","1","G-BLUP","1"
"386",0.0014944796173904,"V386","1","G-BLUP","1"
"387",0.00116055659679518,"V387","1","G-BLUP","1"
"388",0.00348366970196107,"V388","1","G-BLUP","1"
"389",0.00126403819952123,"V389","1","G-BLUP","1"
"390",0.00210831490780866,"V390","1","G-BLUP","1"
"391",0.00111295739190689,"V391","1","G-BLUP","1"
"392",0.00138729126729984,"V392","1","G-BLUP","1"
"393",1.49361388638684e-05,"V393","1","G-BLUP","1"
"394",0.00190054641838928,"V394","1","G-BLUP","1"
"395",-0.000418200256822684,"V395","1","G-BLUP","1"
"396",0.000906394851483127,"V396","1","G-BLUP","1"
"397",0.000702052976641944,"V397","1","G-BLUP","1"
"398",0.000352932645600774,"V398","1","G-BLUP","1"
"399",0.0028394615880642,"V399","1","G-BLUP","1"
"400",-0.00121490059261937,"V400","1","G-BLUP","1"
"401",-0.00127515354797792,"V401","1","G-BLUP","1"
"402",0.00478344762602995,"V402","1","G-BLUP","1"
"403",0.00232735406442,"V403","1","G-BLUP","1"
"404",0.00330562735479884,"V404","1","G-BLUP","1"
"405",0.00410605828926654,"V405","1","G-BLUP","1"
"406",0.00552917881484738,"V406","1","G-BLUP","1"
"407",0.0031159642473529,"V407","1","G-BLUP","1"
"408",0.0025980390356628,"V408","1","G-BLUP","1"
"409",0.000918691341289061,"V409","1","G-BLUP","1"
"410",0.00468759376499698,"V410","1","G-BLUP","1"
"411",0.00588667321731329,"V411","1","G-BLUP","1"
"412",0.00642897693431516,"V412","1","G-BLUP","1"
"413",0.0023348861581048,"V413","1","G-BLUP","1"
"414",0.00194585159187769,"V414","1","G-BLUP","1"
"415",0.00400378091259447,"V415","1","G-BLUP","1"
"416",0.00254967974820505,"V416","1","G-BLUP","1"
"417",0.000330999126813136,"V417","1","G-BLUP","1"
"418",-0.00138732104626219,"V418","1","G-BLUP","1"
"419",0.000854827025065248,"V419","1","G-BLUP","1"
"420",0.000627926904779834,"V420","1","G-BLUP","1"
"421",-0.0028512387618963,"V421","1","G-BLUP","1"
"422",-0.00185551822589054,"V422","1","G-BLUP","1"
"423",0.000846119568382427,"V423","1","G-BLUP","1"
"424",0.00159772415605805,"V424","1","G-BLUP","1"
"425",0.00221801331591246,"V425","1","G-BLUP","1"
"426",0.00242969230910141,"V426","1","G-BLUP","1"
"427",0.00371941089965353,"V427","1","G-BLUP","1"
"428",0.00362964531307141,"V428","1","G-BLUP","1"
"429",0.00123285823367378,"V429","1","G-BLUP","1"
"430",-0.00203787700978149,"V430","1","G-BLUP","1"
"431",0.00267880981070385,"V431","1","G-BLUP","1"
"432",0.00229526473938833,"V432","1","G-BLUP","1"
"433",0.000856823006759543,"V433","1","G-BLUP","1"
"434",0.00138407833224631,"V434","1","G-BLUP","1"
"435",-0.000597141335232386,"V435","1","G-BLUP","1"
"436",0.00118384389100822,"V436","1","G-BLUP","1"
"437",-0.00263010584211794,"V437","1","G-BLUP","1"
"438",-0.00388913487145505,"V438","1","G-BLUP","1"
"439",-0.00679453653499438,"V439","1","G-BLUP","1"
"440",-0.00262701796736065,"V440","1","G-BLUP","1"
"441",-0.00365264078212086,"V441","1","G-BLUP","1"
"442",-0.00211791513049058,"V442","1","G-BLUP","1"
"443",-0.00189015888804346,"V443","1","G-BLUP","1"
"444",6.50312635194579e-05,"V444","1","G-BLUP","1"
"445",-0.0015472700878186,"V445","1","G-BLUP","1"
"446",0.00335962045009246,"V446","1","G-BLUP","1"
"447",0.00375802468569478,"V447","1","G-BLUP","1"
"448",0.000628859248843202,"V448","1","G-BLUP","1"
"449",-0.00303108231524212,"V449","1","G-BLUP","1"
"450",-7.19304826446963e-05,"V450","1","G-BLUP","1"
"451",-0.000649501898688561,"V451","1","G-BLUP","1"
"452",-0.00195933591981985,"V452","1","G-BLUP","1"
"453",-0.00234158164338214,"V453","1","G-BLUP","1"
"454",-0.00213042919661174,"V454","1","G-BLUP","1"
"455",-0.00188096136024333,"V455","1","G-BLUP","1"
"456",-0.000433335695903603,"V456","1","G-BLUP","1"
"457",0.00120185209309001,"V457","1","G-BLUP","1"
"458",0.000196669207296997,"V458","1","G-BLUP","1"
"459",0.00259888831295392,"V459","1","G-BLUP","1"
"460",0.00244488450167966,"V460","1","G-BLUP","1"
"461",0.00129446170759758,"V461","1","G-BLUP","1"
"462",0.00111984031795981,"V462","1","G-BLUP","1"
"463",0.0013269080739341,"V463","1","G-BLUP","1"
"464",-8.70180267044155e-05,"V464","1","G-BLUP","1"
"465",0.000272676630187141,"V465","1","G-BLUP","1"
"466",-0.000687382763879738,"V466","1","G-BLUP","1"
"467",-0.00126940701407197,"V467","1","G-BLUP","1"
"468",0.000212564218107835,"V468","1","G-BLUP","1"
"469",0.000104760945061046,"V469","1","G-BLUP","1"
"470",-5.79389860896438e-05,"V470","1","G-BLUP","1"
"471",0.000975065101970552,"V471","1","G-BLUP","1"
"472",-0.00214773546734695,"V472","1","G-BLUP","1"
"473",-0.000361300400266872,"V473","1","G-BLUP","1"
"474",0.000460085605218285,"V474","1","G-BLUP","1"
"475",0.000457046141329206,"V475","1","G-BLUP","1"
"476",6.00855466904989e-05,"V476","1","G-BLUP","1"
"477",-0.00105584855761473,"V477","1","G-BLUP","1"
"478",0.00269263046406367,"V478","1","G-BLUP","1"
"479",0.00161624229176496,"V479","1","G-BLUP","1"
"480",0.00263094149745186,"V480","1","G-BLUP","1"
"481",0.00190223540809998,"V481","1","G-BLUP","1"
"482",0.000422603663309643,"V482","1","G-BLUP","1"
"483",0.00117273792673295,"V483","1","G-BLUP","1"
"484",-0.000370978944198461,"V484","1","G-BLUP","1"
"485",-0.00144189804375089,"V485","1","G-BLUP","1"
"486",-0.00304828882717571,"V486","1","G-BLUP","1"
"487",-0.00425517468028874,"V487","1","G-BLUP","1"
"488",-0.0030450682609024,"V488","1","G-BLUP","1"
"489",4.28419488050104e-05,"V489","1","G-BLUP","1"
"490",-0.00298018608182903,"V490","1","G-BLUP","1"
"491",0.00135321230061349,"V491","1","G-BLUP","1"
